,earlier_sales,price_level,signature_hand,signature_initialled,signature_plate,signature_stamped,proof_artist_proof,proof_edition_unnumbered,proof_hors_commerce,proof_trial_proof,proof_unknown,edition_band_151-300,edition_band_31-75,edition_band_<=30,edition_band_>300,edition_band_unknown,area_band_400-900,area_band_900-1800,area_band_<400,area_band_>7500,area_band_unknown,process_aquatint,process_collotype,process_drypoint,process_engraving,process_etching,process_linocut,process_offset,process_other,process_pochoir,process_screenprint,process_woodcut,house_Forum Auctions,house_Roseberys London,house_Skinner,house_Swann Auction Galleries,area_log_xl,subject_is_abstract,subject_is_comic_satirical,subject_is_surreal,poster,after,object,unsold
Albrecht Dürer,706.0,3347.8436395739755,1.5430023142905922,1.2967104252583095,0.8920144329515158,1.4628826419482257,1.216472501561794,1.2364775244416328,1.0322813428143336,1.8628332863552424,1.4699852354767833,0.7734612083308186,0.9806374337013384,0.9361101800955178,1.0090542094238646,0.9615911445009575,1.1640144205501881,1.24558796662414,0.4962744822311518,1.6368514022126592,0.7409043758606967,0.9226440482572374,1.1038548398405552,1.275652489127051,1.4671711175049837,0.9434979523497656,1.0546278132210933,0.7000881918606331,1.7636817909293194,1.1193410349267006,1.0742310948596778,0.5389041151465955,1.1241991172402013,0.36745716696077946,0.48897740487738073,1.4669793000729452,1.3443387928047221,0.9226442367072719,0.6447851629440811,1.0704988326388034,0.7157573107967581,0.21337645215661155,1.4260686991413292,1.2398550729453126
Laurence Stephen Lowry,691.0,734.639605914129,2.7661356993587924,0.8919943939471088,1.0923684488887513,1.454951914547375,1.197825765999536,0.6643153441025434,1.4099286088117557,1.1812001252286777,0.6538797575379516,3.0454869927152806,1.6963078409354972,1.0989818105368894,0.8161121644384085,0.8577073721256077,0.7276491709599552,0.8154839989456302,0.7882815631379195,1.2899566165014908,1.1543338402358958,1.8031008334321514,1.2970924951480638,2.2174339329697657,0.6605202486452545,1.2061426752662883,1.0546278132210933,0.9443192684860608,1.179441050890058,1.1193410349267006,1.254845629040844,1.7360301723211329,0.9460270682881504,0.996316141276059,0.8555426458052463,1.4957425945618372,1.2006580371100635,1.108887729578581,1.147892523605032,0.9448952551341956,0.7671994741453979,0.6835660964443596,1.3015688639764882,1.081724279699348
Roy Lichtenstein,681.0,2720.248652444472,2.6703466592153857,1.02284199890867,1.1249465183951095,1.3740805556133926,1.0630688408336089,1.1997852572131515,0.6323248443074587,1.7432091115258928,0.9022224176045576,0.9372367340121072,1.3775528758442874,0.7978782412407311,0.44542979935948673,0.5003629136671193,0.7961343906425677,0.9411123555462334,0.7772377313568205,1.3364799738340791,0.4862592304824881,2.3718759348803164,1.1038548398405552,1.1963516893124975,0.999064749159152,1.057112084290832,0.9549178092408757,0.7428614364687959,1.338282269887408,1.1193410349267006,0.9983045741525275,0.8432467160574855,0.5825729712228652,0.8003889581500009,0.8383563426430387,1.4957425945618372,1.448270985249158,0.7959328733252355,1.9766182955717162,1.2104877421806706,0.7408560209233594,0.41496354444898503,0.7276863470581935,1.144569454590243
Sam Francis,633.0,773.2253659964827,1.9967941290116469,1.3193711749562322,2.413342627782784,1.0363558216075985,0.9696241177631015,0.9171369933232493,1.0453634741206095,0.9901757692960058,1.3111736865159025,0.8944091930266234,1.1624491739256277,0.9826670260659077,0.42842958378774426,1.203564808600793,0.6482800942394445,0.8310491842321246,0.4710985182493129,1.3044395104651554,1.024861884957219,1.2873073194512694,1.1038548398405552,1.1963516893124975,0.999064749159152,1.344750211258667,1.0950496971810757,0.9707114916241251,2.843996283029513,0.7151656590111719,0.8447497119292391,1.3821073182805446,0.6125764059410808,0.6685655129591574,0.6435408676598301,1.140779362087429,1.5976674026794444,1.1214597727239815,0.8427503899768768,1.2454850141143634,0.6786091531521489,0.7092493485706498,1.4260686991413292,1.1420016658241965
Henri Matisse,625.0,1488.031133509867,2.7693043453637927,1.2688965726989994,1.0923684488887513,0.9629431396434818,1.2472207781360258,0.820346831790374,1.2359436816270684,1.647517753655984,1.086375084871027,0.9906708843454177,1.1894760523365089,1.394209332410062,0.5808477545347727,0.7050943887910247,0.8156851227708997,0.9873423402068091,0.7179903604188403,1.2033025820559278,0.7928450840981516,1.7248939363720888,0.7602585265661174,1.1726755979755263,1.059688484024559,0.9527133959546501,0.6404284472014983,0.5393520853685042,0.835058783860944,1.0765364217222277,0.42195672688198255,0.9092882157587715,0.8654061844926907,0.46436870476787073,0.711015727268953,1.5586086743520813,0.9041592892608971,0.6886028020563366,0.7044661067975513,0.9247244878146873,0.5888921974369452,0.9556200375480676,1.4260686991413292,1.2561194241472806
Tracey Emin,614.0,1248.38546624997,1.54487548887131,1.1780785438649384,1.0923684488887513,0.9260506332757111,1.1529008959015519,0.8291879255402177,1.0322813428143336,1.1812001252286777,0.5690216930103834,1.0974868680106884,1.6097924736938354,0.8177858016929206,0.663446139425593,0.9030749978050978,0.6329954135877071,0.7187226791198911,0.539709970640453,0.8927062746759694,0.507168183170449,1.3621355034053861,0.7376429753687421,0.9436795031733408,0.5676924259487375,0.7797076912357332,0.5837383884788948,0.577426106999923,0.782674111333396,1.1193410349267006,0.6093037746606017,1.4354957650474862,1.0430323333669542,0.9910142444028962,1.3436273870279827,1.4957425945618372,1.2210697541082305,0.775281443329303,0.6572592608841091,1.1227373496790811,1.1789369875342826,0.30321717241608837,1.3507306634435499,1.1345646405920862
John Piper,597.0,727.3430870314005,0.9311507422095551,1.2752031966741855,1.2585350777256699,1.066481436348812,0.9931939368354707,0.7818524939140894,1.5329365084882314,1.066964428231535,1.0705957471654584,1.174211320292924,1.0122602580366376,0.9623472199566291,0.7084383865148525,1.4757790480333894,0.800682271064086,0.8960170211421862,0.9230312094266638,1.049741899649688,1.0601872834660282,1.243198348192362,1.4611628914472887,1.0444520709493492,0.5676924259487375,0.9872099951846987,1.0546278132210933,1.2226671713136945,0.6773203866514775,1.1193410349267006,1.1175555356317175,1.582418032297312,0.670437078705876,0.6492046305721916,0.822692347662241,1.8805514286757226,1.4124932010299502,0.8721310752613181,0.9280578504543816,1.1957429602505807,0.5397007276642121,0.6086215603262792,2.1734874704601257,1.060021725825814
Peter Blake,588.0,447.8934977844875,1.3233689509295254,1.3408747018522096,1.0923684488887513,0.9381604668669021,1.2301762502380902,1.124735491810212,1.0322813428143336,1.1812001252286777,1.0727190929030674,1.0050545292301079,1.1297527916987764,1.5079258452999196,1.130270629539867,1.107087608151623,0.6732290580012089,0.5878390635239269,1.0283579452404832,0.8667958573904484,1.2030988676621495,1.1393095135050395,1.2970924951480638,2.2174339329697657,0.5676924259487375,1.399998215395094,0.5618336626229652,0.6640765504303745,1.2032792522712452,1.1193410349267006,1.4940987638841108,1.1356520549834306,0.5091145716448651,0.5485326275749269,0.7476605619232465,1.4957425945618372,2.4837352117575984,0.7992832401029022,0.8136743532026901,1.5628166050113148,0.9916172934735749,0.8768749878186601,2.1077850937246807,1.2134630728647697
Connor Brothers,573.0,374.99944482042423,1.0725607482827297,1.3408747018522096,1.0923684488887513,0.8501523028726233,0.9417529668147798,0.8421493735218554,1.4099286088117557,1.1046370595872905,0.871903204078658,1.2019102501402892,1.1090070025566172,1.4219998818140211,0.7091643987918865,1.7375428932733818,1.3302439816042038,0.7348599446037998,0.8734986860212799,1.1325657554979471,1.2158333577269795,0.9005535896495718,1.2970924951480638,2.2174339329697657,0.6869419237284905,1.1323929880046721,0.5837383884788948,0.5029566478969756,1.7525577118618503,1.1193410349267006,1.879286734411969,1.0148592586624101,0.7842693070678756,1.1123058577054659,0.8565897817194652,1.4957425945618372,1.4891628673960293,0.7917968743547947,0.9080390793906485,0.7818571442801212,0.9008959354043006,0.5817393524347432,2.1615752465001035,1.1835063716782002
David Shrigley,563.0,1253.71981991452,1.135430045231248,1.3365566644242246,1.0923684488887513,0.8501523028726233,1.081791384259592,0.9377490837866376,1.0322813428143336,1.1812001252286777,0.9324983003149171,0.46564322744533126,1.0232914805003617,1.0905329128747314,0.4184135655565997,0.5432279052404475,1.4798616244777374,0.9653267892352039,0.4345834033245409,0.544387729616638,0.6809950553839945,1.1635830193208092,1.2970924951480638,2.2174339329697657,0.5676924259487375,0.9534503905125887,0.5768393469582469,0.4882355957581437,1.2051624949938289,1.1193410349267006,1.2804908361089398,0.6027709741258401,0.9294225503747077,0.9416521960948608,0.9429992868017897,1.4957425945618372,0.9132422273361137,0.813362216837657,0.7286916670588307,1.0359009097805867,1.0696166390909894,0.6400390102673806,1.6060538817816878,1.2041644805544482
